Question,Expected_SQL,Generated_SQL,Batch_Loss
"translate English to SQL: table ( frame_size, width, height, mpix, aspect_ratio, maximum_fps, maximum_fps_hdrx, least_compression_at_24_fps, least_compression_at_maximum_fps ) | what size is a 30 frames per minute",select frame size from table where maximum fps = 30,select max frame size from table where frame size = 30 frames per minute,0.018091445788741112
"translate English to SQL: table ( frame_size, width, height, mpix, aspect_ratio, maximum_fps, maximum_fps_hdrx, least_compression_at_24_fps, least_compression_at_maximum_fps ) | what is the size when the frame is bigger than for 4096.0",select aspect ratio from table where width > 4096.0,select max frame size from table where frame size > 4096.0,0.018091445788741112
"translate English to SQL: table ( frame_size, width, height, mpix, aspect_ratio, maximum_fps, maximum_fps_hdrx, least_compression_at_24_fps, least_compression_at_maximum_fps ) | what is the smallest frames per minute when the pixels are 5.0",select least compression at 24 fps from table where mpix = 5.0,select min frames per minute from table where mpix = 5.0,0.018091445788741112
"translate English to SQL: table ( branding, callsign, ch._#, power_(kw), station_type, location_(transmitter_site) ) | what is the callsign of tuguegarao",select callsign from table where location (transmitter site) = tuguegarao,select callsign from table where station type = tuguegarao,0.018091445788741112
"translate English to SQL: table ( branding, callsign, ch._#, power_(kw), station_type, location_(transmitter_site) ) | what is the station type of calbayog",select station type from table where location (transmitter site) = calbayog,select station type from table where callsign = calbayog,0.018091445788741112
"translate English to SQL: table ( branding, callsign, ch._#, power_(kw), station_type, location_(transmitter_site) ) | what is the station type of smni tv-26 naga",select station type from table where branding = smni tv-26 naga,select station type from table where callsign = smni tv-26 naga,0.018091445788741112
"translate English to SQL: table ( series_#, season_#, title, directed_by, written_by, original_air_date ) | what is the series number for season #18?",select min series # from table where season # = 18,select series # from table where season # = 18,0.0019043863285332918
"translate English to SQL: table ( rank_(csa), combined_statistical_area_(or_metropolitan_statistical_area_if_noted), state(s), 2007_estimate, 2000_population, percent_change_(1990–2000) ) | what is the 2007 estimate for tulsa-bartlesville, ok csa?","select 2007 estimate from table where combined statistical area (or metropolitan statistical area if noted) = tulsa-bartlesville, ok csa","select 2007 estimate from table where rank (csa) = tulsa-bartlesville, ok csa",0.013329042121767998
"translate English to SQL: table ( rank_(csa), combined_statistical_area_(or_metropolitan_statistical_area_if_noted), state(s), 2007_estimate, 2000_population, percent_change_(1990–2000) ) | how many times was the rank (csa) was (msa 348)?",select count 2000 population from table where rank (csa) = (msa 348),select count rank (csa) from table where rank (csa) = (msa 348),0.013329042121767998
"translate English to SQL: table ( rank_(csa), combined_statistical_area_(or_metropolitan_statistical_area_if_noted), state(s), 2007_estimate, 2000_population, percent_change_(1990–2000) ) | what is the rank (csa) for the percentage change (1990-2000) was a034 +8.71%?",select rank (csa) from table where percent change (1990–2000) = a034 +8.71%,select rank (csa) from table where percentage change (1990–2000) = a034 +8.71%,0.013329042121767998
"translate English to SQL: table ( championship, champion(s), previous_champion(s), date_won, location ) | what tourmament has genesis won previously?",select championship from table where previous champion(s) = genesis,select location from table where previous champion(s) = genesis,0.013329042121767998
"translate English to SQL: table ( championship, champion(s), previous_champion(s), date_won, location ) | who was the champion prior to xix xavant?",select previous champion(s) from table where champion(s) = xix xavant,select champion(s) from table where previous champion(s) = xix xavant,0.013329042121767998
"translate English to SQL: table ( english_title/translation, japanese_title, developer, publisher, genre, console(s), initial_release_date ) | what's the english translation of the japanese title of the game ranma 12: chougi rambuhen?",select english title/translation from table where japanese title = ranma 12: chougi rambuhen,select english translation from table where japanese title = ranma 12: chougi rambuhen,0.00439850240945816
"translate English to SQL: table ( english_title/translation, japanese_title, developer, publisher, genre, console(s), initial_release_date ) | what's the genre of fever ranma 12: hot springs athletic chapter?",select genre from table where english title/translation = fever ranma 12: hot springs athletic chapter,select genre from table where japanese title = fever ranma 12: hot springs athletic chapter,0.00439850240945816
"translate English to SQL: table ( basic_stem_(root), present_stem, non-present_stem, participle, verbal_noun, short_stem, meaning ) | what does the non-present stem -erama- mean?",select meaning from table where non-present stem = -erama-,select meaning from table where present item = stem -erama-,0.00439850240945816
"translate English to SQL: table ( basic_stem_(root), present_stem, non-present_stem, participle, verbal_noun, short_stem, meaning ) | what does the basic stem (root) -rama- mean?",select meaning from table where basic stem (root) = -rama-,select basic stem (root) from table where meaning = -rama-,0.00439850240945816
"translate English to SQL: table ( club, played, won, drawn, lost, points_for, points_against, tries_for, tries_against, try_bonus, losing_bonus, points ) | what is the tries against where points is 60?",select tries against from table where points = 60,select tries against from table where points for = 60,0.009338630363345146
"translate English to SQL: table ( club, played, won, drawn, lost, points_for, points_against, tries_for, tries_against, try_bonus, losing_bonus, points ) | what's the win with points for being 376",select won from table where points for = 376,select win from table where points for = 376,0.009338630363345146
"translate English to SQL: table ( club, played, won, drawn, lost, points_for, points_against, tries_for, tries_against, try_bonus, losing_bonus, points ) | what was the points againt when played is played?",select points against from table where played = played,select points for from table where played = againt,0.006030639633536339
"translate English to SQL: table ( franchise_or_game, console, main_developer, main_genre, first_release, latest_release ) | what consoles was shenmue released on?",select console from table where franchise or game = shenmue,select console from table where main developer = shenmue,0.006753184832632542
"translate English to SQL: table ( no, player, height, position, year_born, current_club ) | how many players currently play for barons riga?",select count position from table where current club = barons riga,select count player from table where current club = barons riga,0.006753184832632542
"translate English to SQL: table ( no, player, height, position, year_born, current_club ) | which player number is 2.10 meters tall?",select no from table where height = 2.10,select player from table where height = 2.10,0.006753184832632542
"translate English to SQL: table ( no, player, height, position, year_born, current_club ) | what are the numbers of the players currently playing for ironi nahariya?",select no from table where current club = ironi nahariya,select count no from table where current club = ironi nahariya,0.0059833405539393425
"translate English to SQL: table ( no, player, height, position, year_born, current_club ) | what player is 2.01 m tall?",select player from table where height = 2.01,select player from table where height = 2.01 m,0.0059833405539393425
"translate English to SQL: table ( no, player, height, position, year_born, current_club ) | what is the height for player number 5?",select count height from table where no = 5,select height from table where no = 5,0.0059833405539393425
"translate English to SQL: table ( no, player, height, position, year_born, current_club ) | what is the number for the player whose height is 2.01?",select count player from table where height = 2.01,select count no from table where height = 2.01,0.0059833405539393425
"translate English to SQL: table ( no, player, height, position, year_born, current_club ) | what year was the player with the height 2.04 born?",select min year born from table where height = 2.04,select year born from table where height = 2.04,0.0059833405539393425
"translate English to SQL: table ( no, player, height, position, year_born, current_club ) | how many players wore number 8?",select count height from table where no = 8,select count player from table where no = 8,0.012405471876263618
"translate English to SQL: table ( no, player, height, position, year_born, current_club ) | what club does the player who is 1.97 m tall play for?",select current club from table where height = 1.97,select current club from table where height = 1.97 m,0.012405471876263618
"translate English to SQL: table ( no, player, height, position, year_born, current_club ) | how many players are from energa czarni?",select count position from table where current club = energa czarni,select count player from table where current club = energa czarni,0.012405471876263618
"translate English to SQL: table ( no, player, height, position, year_born, current_club ) | what no is the player zoran erceg",select min no from table where player = zoran erceg,select no from table where player = zoran erceg,0.012405471876263618
"translate English to SQL: table ( word_number, the_basque_of_the_glossary, modern_basque, the_icelandic_of_the_glossary, english_translation ) | what is the iclandic of the glossary for presenta for mi locaria",select the icelandic of the glossary from table where the basque of the glossary = presenta for mi locaria,select iclandic of the glossary from table where modern basque = presenta and english translation = mi locaria,0.012405471876263618
"translate English to SQL: table ( word_number, the_basque_of_the_glossary, modern_basque, the_icelandic_of_the_glossary, english_translation ) | name the english translation of giefdu mier socka bond",select english translation from table where the icelandic of the glossary = giefdu mier socka bond,select english translation from table where modern basque = giefdu mier socka bond,0.012405471876263618
"translate English to SQL: table ( word_number, the_basque_of_the_glossary, modern_basque, the_icelandic_of_the_glossary, english_translation ) | name the incelandic of the glossary for 218",select the icelandic of the glossary from table where word number = 218,select the incelandic of the glossary from table where english translation = 218,0.010669034905731678
"translate English to SQL: table ( model_number, printer_ports, network_ports, network_protocols, firmware, notes ) | what is the number of the model with three parallel printer ports?",select model number from table where printer ports = three parallel,select model number from table where printer ports = three parallel printer ports,0.010669034905731678
"translate English to SQL: table ( model_number, printer_ports, network_ports, network_protocols, firmware, notes ) | what are the network protocols for the model that has been discontinued in favor of the en1700?",select network protocols from table where notes = discontinued in favor of the en1700,select network protocols from table where model number = en1700,0.010669034905731678
"translate English to SQL: table ( english_name, simplified, traditional, pinyin, area, population, density ) | how many people live in?",select max population from table where simplified = ,select count population from table,0.010669034905731678
"translate English to SQL: table ( english_name, simplified, traditional, pinyin, area, population, density ) | what is the capital of the district who's simplified name is?",select count pinyin from table where simplified = ,select capital from table where simplified = district,0.012389824725687504
"translate English to SQL: table ( english_name, simplified, traditional, pinyin, area, population, density ) | how many people live in the district who's capital is héngfng xiàn?",select population from table where pinyin = héngfng xiàn,select count population from table where english name = héngfng xiàn,0.012389824725687504
"translate English to SQL: table ( english_name, simplified, traditional, pinyin, area, population, density ) | what is the density of yushan county?",select count density from table where english name = yushan county,select density from table where english name = yushan county,0.012389824725687504
"translate English to SQL: table ( ensemble, gold_medals, silver_medals, bronze_medals, total_medals ) | how many gold medals does the choctawhatchee high school have?",select max gold medals from table where ensemble = choctawhatchee high school,select count gold medals from table where ensemble = choctawhatchee high school,0.012389824725687504
"translate English to SQL: table ( ensemble, gold_medals, silver_medals, bronze_medals, total_medals ) | how many gold medals does each school who has a total of 1 medal have?",select gold medals from table where total medals = 1,select count gold medals from table where total medals = 1,0.012389824725687504
"translate English to SQL: table ( leg, stage, time_(eest), name, length, winner, time, avg._spd., rally_leader ) | what is the time for stage ss18?",select time from table where stage = ss18,select time (eest) from table where stage = ss18,0.012389824725687504
"translate English to SQL: table ( leg, stage, time_(eest), name, length, winner, time, avg._spd., rally_leader ) | what is the leg for c. atkinson",select leg from table where rally leader = c. atkinson,select leg from table where name = c. atkinson,0.01600976288318634
"translate English to SQL: table ( ensemble, gold_medals, silver_medals, bronze_medals, total_medals ) | what's the smallest number of bronze medals that any one if the ensembles has?",select min bronze medals from table,select min bronze medals from table where ensemble = ensembles,0.01600976288318634
"translate English to SQL: table ( tag_id, application, torque_rating, 1st, 2nd, 3rd, 4th, 5th, 6th, rev, input_splines, output_splines ) | what is the 3rd ratio for tag number 1386-000-017 and input splines of 26?",select 3rd from table where input splines = 26 and tag id = 1386-000-017,select 3rd from table where tag id = 1386-000-017 and input splines = 26,0.01600976288318634
"translate English to SQL: table ( client, years_of_operation, area_of_operation, country, services ) | whose address of operation was the echirax concession?",select client from table where area of operation = echirax concession,select client from table where services = echirax concession,0.01600976288318634
"translate English to SQL: table ( client, years_of_operation, area_of_operation, country, services ) | when was the operation in field 103 executed?",select years of operation from table where area of operation = field 103,select years of operation from table where services = field 103,0.004824056290090084
"translate English to SQL: table ( season, champion, motorcycle, wins, 2nd_pl., 3rd_pl., team ) | name the champion for 3rd place being 4 and 2nd place being larger than 4.0",select champion from table where 3rd pl. = 4 and 2nd pl. > 4.0,select champion from table where 3rd place = 4 and 2nd place > 4.0,0.004824056290090084
"translate English to SQL: table ( w.h._archer, j.e._armstrong, h.l._birkett, f.a._brill, h.t._brewer ) | what are the fa.brill when w.h. archer is known as r. newman?",select f.a. brill from table where w.h. archer = r. newman,select f.a. brll from table where w.h. archer = r. newman,0.004824056290090084
"translate English to SQL: table ( episode_#, title, part_1, part_2, part_3, part_4, part_5, part_6 ) | when did the part 1 of the episode ""anxiety"" air?","select part 1 from table where title = ""anxiety""","select part 1 from table where episode # = ""anxiety""",0.0022934505250304937
"translate English to SQL: table ( no._in_series, no._in_season, title, directed_by, written_by, original_air_date, u.s._viewers_(millions) ) | how many of the episodes were titled ""guerillas in the mist""?","select count no. in series from table where title = ""guerillas in the mist""","select count title from table where title = ""guerillas in the mist""",0.0012750877067446709
"translate English to SQL: table ( no._in_series, no._in_season, title, directed_by, written_by, original_air_date, u.s._viewers_(millions) ) | what's the series number of the episode that's written by elizabeth devine?",select min no. in series from table where written by = elizabeth devine,select count no. in series from table where written by = elizabeth devine,0.0012750877067446709
"translate English to SQL: table ( no._in_series, no._in_season, title, directed_by, written_by, original_air_date, u.s._viewers_(million) ) | what's the season number of the episode titled ""quitters""?","select min no. in season from table where title = ""quitters""","select no. in season from table where title = ""quitters""",0.004065193701535463
"translate English to SQL: table ( no._in_series, no._in_season, title, directed_by, written_by, original_air_date, u.s._viewers_(million) ) | what's the season number of the episode watched by 0.57 million us viewers?",select max no. in season from table where u.s. viewers (million) = 0.57,select min no. in season from table where u.s. viewers (million) = 0.57,0.004065193701535463
"translate English to SQL: table ( year, dates, champion, country, winning_score, to_par, margin_of_victory, purse_(_$_), winners_share_($) ) | what is the number of ""to par"" in mexico with a winning score of 67-67-69-70=273?",select to par from table where country = mexico and winning score = 67-67-69-70=273,select count to par from table where country = mexico and winning score = 67-67-69-70=273,0.007731334771960974
"translate English to SQL: table ( year, finish_position, 1st_day, 2nd_day, 3rd_day, 4th_day ) | how many 1st day with 3rd day being bumped st. catharine's",,select count 1st day from table where 3rd day = bumped st. catharine,0.007731334771960974
"translate English to SQL: table ( district, incumbent, party, first_elected, results, candidatess ) | what year was incumbent jim ramstad first elected?",select min first elected from table where incumbent = jim ramstad,select first elected from table where incumbent = jim ramstad,0.0033918919507414103
"translate English to SQL: table ( district, incumbent, party, first_elected, results, candidates ) | when was the incumbent sherrod brown first elected?",select max first elected from table where incumbent = sherrod brown,select first elected from table where incumbent = sherrod brown,0.0033918919507414103
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | how many districts had results related to incumbent toby roth?",select count result from table where incumbent = toby roth,select count district from table where result = toby roth,0.0020351724233478308
"translate English to SQL: table ( district, incumbent, party, elected, status, opponent ) | what republican incumbent was elected in 1974?",select incumbent from table where elected = 1974 and party = republican,select incumbent from table where elected = 1974,0.003212283831089735
"translate English to SQL: table ( district, incumbent, party, elected, status, opponent ) | what was the result of the election in the district whose incumbent is tom foley?",select status from table where incumbent = tom foley,select elected from table where incumbent = tom foley,0.003212283831089735
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | what year was ike skelton first elected?",select min first elected from table where incumbent = ike skelton,select first elected from table where incumbent = ike skelton,0.0012849182821810246
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | how many times was the candidates dan mica (d) 55.3% bill james (r) 44.7%?",select count incumbent from table where candidates = dan mica (d) 55.3% bill james (r) 44.7%,select count result from table where candidates = dan mica (d) 55.3% bill james (r) 44.7%,0.004769615363329649
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | what is phil crane, democrat or republican",select party from table where incumbent = phil crane,"select result from table where incumbent = phil crane, democrat or republican",0.004769615363329649
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | what year was frank annunzio elected",select min first elected from table where incumbent = frank annunzio,select first elected from table where incumbent = frank annunzio,0.004769615363329649
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | what number of party had a candidate resigned when appointed judge democratic hold?",select count party from table where result = resigned when appointed judge democratic hold,select count party from table where candidates = resigned and incumbent = democratic hold,0.003258657641708851
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | who ran for office in the alabama 1 district?",select candidates from table where district = alabama 1,select incumbent from table where district = alabama 1,0.0031136698089540005
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | what year was first elected william m. wheeler (d) unopposed?",select first elected from table where candidates = william m. wheeler (d) unopposed,select first elected from table where incumbent = william m. wheeler (d) unopposed,0.0031136698089540005
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | when was the tennessee 3 district incumbent first elected?",select max first elected from table where district = tennessee 3,select first elected from table where district = tennessee 3,0.0031136698089540005
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | how many results have jere cooper as incumbent?",select result from table where incumbent = jere cooper,select count result from table where incumbent = jere cooper,0.008306121453642845
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | who won the election of 1942 in the district illinois 13?",select incumbent from table where district = illinois 13,select incumbent from table where first elected = 1942 and district = illinois 13,0.008306121453642845
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | who ran for the house in the 1924 election?",select candidates from table where first elected = 1924,select incumbent from table where first elected = 1924,0.008306121453642845
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | what year was stephen pace elected?",select min first elected from table where incumbent = stephen pace,select first elected from table where incumbent = stephen pace,0.008306121453642845
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | how many winners were there in the race of 1922",select count incumbent from table where first elected = 1922,select count candidates from table where district = 1922,0.005149466916918755
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | who was the incumbent when henry e. barbour ran?",select candidates from table where incumbent = henry e. barbour,select incumbent from table where candidates = henry e. barbour,0.005149466916918755
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | who is the the candidates with incumbent being james o'connor",,select candidates from table where incumbent = james o,0.005149466916918755
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | what was the total number of votes for tom connally",select min first elected from table where incumbent = tom connally,select count result from table where incumbent = tom connally,0.005708447657525539
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | what was the winning part in the district of south carolina 3?",select party from table where district = south carolina 3,select result from table where district = south carolina 3,0.003966033924371004
"translate English to SQL: table ( district, incumbent, party, first_elected, result, candidates ) | when was incumbent john n. tillman first elected?",select min first elected from table where incumbent = john n. tillman,select first elected from table where incumbent = john n. tillman,0.003966033924371004
"translate English to SQL: table ( game, date, team, score, high_points, high_rebounds, high_assists, location_attendance, record ) | what day was the game at chicago?",select date from table where team = chicago,select date from table where location attendance = chicago,0.01075772289186716
"translate English to SQL: table ( game, date, team, score, high_points, high_rebounds, high_assists, location_attendance, record ) | how many times have there been helps by damon stoudamire (13)",select count record from table where high assists = damon stoudamire (13),select count location attendance from table where team = damon stoudamire (13),0.01075772289186716
"translate English to SQL: table ( game, date, team, score, high_points, high_rebounds, high_assists, location_attendance, record ) | who made the recovers where the score is 12-30",select high rebounds from table where record = 12-30,select team from table where score = 12-30,0.01075772289186716
"translate English to SQL: table ( game, date, team, score, high_points, high_rebounds, high_assists, location_attendance, record ) | tell who made the most scores on new jersey",select high points from table where team = new jersey,select high scores from table where location attendance = new jersey,0.01075772289186716
"translate English to SQL: table ( game, date, team, score, high_points, high_rebounds, high_assists, location_attendance, record ) | how many times was the participation at omni coliseum 7,194?","select game from table where location attendance = omni coliseum 7,194","select count location attendance from table where team = omni coliseum 7,194",0.01075772289186716
"translate English to SQL: table ( rank_by_average, competition_finish, couple, total, number_of_dances, average ) | the minimum average number of dancers is 34.1 how many times",select min number of dances from table where average = 34.1,select min average from table where number of dances = 34.1,0.009205717593431473
"translate English to SQL: table ( rank_by_average, competition_finish, couple, total, number_of_dances, average ) | what is the number of dances is 11 and competition finish is larger than 2.0 total",select total from table where number of dances = 11 and competition finish > 2.0,select count number of dances from table where rank by average = 11 and competition finish > 2.0,0.009205717593431473
"translate English to SQL: table ( club, played, won, drawn, lost, points_for, points_against, tries_for, tries_against, try_bonus, losing_bonus, points ) | who is the club that has 30 points?",select club from table where points = 30,select club from table where points for = 30,0.009205717593431473
"translate English to SQL: table ( club, played, won, drawn, lost, points_for, points_against, tries_for, tries_against, try_bonus, losing_bonus, points ) | how many numbers were recorded points against when the tries were for 43?",select count points against from table where tries for = 43,select count points against from table where tries against = 43,0.009205717593431473
"translate English to SQL: table ( stain, common_use, nucleus, cytoplasm, red_blood_cell_(rbc), collagen_fibers, specifically_stains ) | pink cytoplasm is seen in a test that specifically stains what?",select specifically stains from table where cytoplasm = pink,select cytoplasm from table where specifically stains = pink,0.013823414221405983
"translate English to SQL: table ( stain, common_use, nucleus, cytoplasm, red_blood_cell_(rbc), collagen_fibers, specifically_stains ) | a nucleus that is blue/black will specifically stain what?",select specifically stains from table where nucleus = blue/black,select specifically stain from table where common use = blue/black,0.013823414221405983
"translate English to SQL: table ( stain, common_use, nucleus, cytoplasm, red_blood_cell_(rbc), collagen_fibers, specifically_stains ) | the pink cytoplasm will have a nucleus of what color?",select nucleus from table where cytoplasm = pink,select cytoplasm from table where cytoplasm = pink,0.013823414221405983
"translate English to SQL: table ( year, winner, language, artist, song, points, margin, second_place, date, venue, location, participants ) | where is hte second place winner from united kingdom?",select winner from table where second place = united kingdom,select location from table where second place = united kingdom and winner = hte,0.013823414221405983
"translate English to SQL: table ( year, winner, language, artist, song, points, margin, second_place, date, venue, location, participants ) | what amount has spain as second place and the language is russian?",select count margin from table where second place = spain and language = russian,select count second place from table where language = russian and second place = spain,0.011335307732224464
"translate English to SQL: table ( aircraft_type, national_origin, 1st_flight, in_service, retired, #_built ) | how many curtiss xbtc aircraft are retired?",select count retired from table where aircraft type = curtiss xbtc,select retired from table where aircraft type = curtiss xbtc,0.011335307732224464
"translate English to SQL: table ( aircraft_type, national_origin, 1st_flight, in_service, retired, #_built ) | what is the origin of aircraft in service in 1943 and retired in 1954?",select national origin from table where retired = 1954 and in service = 1943,select in service from table where in service = 1943 and retired = 1954,0.011335307732224464
"translate English to SQL: table ( result, date, race, venue, group, distance, weight_(kg), time, jockey, winner/2nd ) | was the rosehill venue a win or loss?",select result from table where venue = rosehill,select venue from table where race = rosehill,0.011335307732224464
"translate English to SQL: table ( game, date, team, score, high_points, high_rebounds, high_assists, location_attendance, record ) | what's the number of the game played on march 26?",select max game from table where date = march 26,select count game from table where date = march 26,0.007457786705344915
"translate English to SQL: table ( game, date, team, score, high_points, high_rebounds, high_assists, location_attendance, record ) | what number game of the season was played on april 12?",select max game from table where date = april 12,select count game from table where date = april 12,0.007457786705344915
"translate English to SQL: table ( county, kerry_#, kerry_%, bush_#, bush_%, other_#, other_%, total_# ) | how many votes were cast in wayne county?",select max total # from table where county = wayne,select count other # from table where county = wayne,0.007457786705344915
"translate English to SQL: table ( county, kerry_#, kerry_%, bush_#, bush_%, other_#, other_%, total_# ) | in the county where bush won 77.76%, how many total votes were cast?",select total # from table where bush % = 77.76%,select count total # from table where bush # = 77.76%,0.007457786705344915
"translate English to SQL: table ( county, kerry_#, kerry_%, bush_#, bush_%, other_#, other_%, total_# ) | in the country where bush won 4333 votes, what percentage did other receive?",select other % from table where bush # = 4333,select other # from table where bush # = 4333,0.011422463692724705
"translate English to SQL: table ( rnd, circuit, gto_winning_team, gtu_winning_team, to_winning_team, tu_winning_team, results ) | on what circuit was the gtu winning team #59 brumos porsche - audi in round 5?",select circuit from table where rnd = 5 and gtu winning team = #59 brumos porsche - audi,select circuit from table where gtu winning team = #59 brumos porsche - audi and rnd = 5,0.011422463692724705
"translate English to SQL: table ( rnd, circuit, gto_winning_team, gtu_winning_team, to_winning_team, tu_winning_team, results ) | who was the gto winning team in round 5 when the gtu winning team was #59 brumos porsche - audi?",select gto winning team from table where rnd = 5 and gtu winning team = #59 brumos porsche - audi,select gto winning team from table where gtu winning team = #59 brumos porsche - audi and rnd = 5,0.011422463692724705
"translate English to SQL: table ( rnd, circuit, gtp_winning_team, lights_winning_team, gto_winning_team, gtu_winning_team, results ) | name the results for steve millen",select results from table where gto winning team = steve millen,select results from table where gtp winning team = steve millen,0.011422463692724705
"translate English to SQL: table ( rnd, circuit, gtp_winning_team, lights_winning_team, gto_winning_team, gtu_winning_team, results ) | what is the most rnd for watkins glen?",select min rnd from table where circuit = watkins glen,select max rnd from table where gtp winning team = watkins glen,0.007215413730591536
"translate English to SQL: table ( rnd, circuit, gtp_winning_team, gto_winning_team, gtu_winning_team, results ) | what us the number of the round during which #56 blue thunder racing become the gtp winning team and #38 mandeville auto tech became the gto winning team?",select rnd from table where gtp winning team = #56 blue thunder racing and gto winning team = #38 mandeville auto tech,select count gtu winning team from table where gtp winning team = #56 blue thunder racing and gto winning team = #38 mandeville auto tech,0.007215413730591536
"translate English to SQL: table ( rnd, circuit, gtp_winning_team, gto_winning_team, gtu_winning_team, results ) | who was the gto winner of the round that ended with chris cord becoming the gtu winner?",select gto winning team from table where gtu winning team = chris cord,select gto winner team from table where gtu winner team = chris cord,0.007215413730591536
"translate English to SQL: table ( season, winner, byu-uu_score, byu-usu_score, uu-usu_score ) | how many byu-uu score with winner being utah state (2–1) won over byu by media vote",select count byu-uu score from table where winner = utah state (2–1) won over byu by media vote,select count byu-uu score from table where winner = utah state (2–1) and uu-usu score = media vote,0.009389420971274376
"translate English to SQL: table ( year_(ceremony), film_title, language(s), director, result ) | what was the result for the film life, above all?","select result from table where film title = life, above all",select result from table where film title = life,0.009389420971274376
"translate English to SQL: table ( draft_year, player, position, round, overall, nfl_team ) | what numer pick in the draft for jerry hill?",select count overall from table where player = jerry hill,select min draft year from table where player = jerry hill,0.009389420971274376
"translate English to SQL: table ( draft_year, player, position, round, overall, nfl_team ) | what kicker was drafted?",select player from table where position = kicker,select draft year from table where player = kicker,0.009389420971274376
"translate English to SQL: table ( draft_year, player, position, round, overall, nfl_team ) | what year was jerry marion drafted?",select max draft year from table where player = jerry marion,select draft year from table where player = jerry marion,0.008292874321341515
"translate English to SQL: table ( draft_year, player, position, round, overall, nfl_team ) | what numer pick in the draft for jerry marion",select max overall from table where player = jerry marion,select min draft year from table where player = jerry marion,0.008292874321341515
"translate English to SQL: table ( position, artist, song_title, highest_position, points ) | what's the highest position with artbeingt being frankie avalon",select highest position from table where artist = frankie avalon,select max highest position from table where artist = frankie avalon,0.0012432113289833069
"translate English to SQL: table ( game, date, team, score, high_points, high_rebounds, high_assists, location_attendance, record ) | who had the most high points and rebounds than charles oakley (9)?",select high points from table where high rebounds = charles oakley (9),select high points from table where team = charles oakley (9),0.001631621504202485
"translate English to SQL: table ( year, mens_singles, womens_singles, mens_doubles, womens_doubles, mixed_doubles ) | name the number of women's doubles for 1986",select count womens doubles from table where year = 1986,select count women,0.001631621504202485
"translate English to SQL: table ( district, incumbent, party, elected, status, opponent ) | what was the lowest numbers for the winner gregory w. meeks",select min elected from table where incumbent = gregory w. meeks,select min status from table where incumbent = gregory w. meeks,0.015330897644162178
"translate English to SQL: table ( model_number, stepping, frequency, l2_cache, ht, multi_1, v_core, tdp, socket, release_date, part_number(s) ) | what is the ht value of threw athlon x2 5200b model?",select ht from table where model number = athlon x2 5200b,select ht from table where model number = threw athlon x2 5200b,0.015330897644162178
"translate English to SQL: table ( region, total_population, hindus, %_of_hindus, %_of_hindu_total ) | what is the highest number where the portion of observers is 0.163%?",select max hindus from table where % of hindus = 0.163%,select max % of hindus from table where % of observers = 0.163%,0.015330897644162178
"translate English to SQL: table ( region, total_population, hindus, %_of_hindus, %_of_hindu_total ) | what is the entire inhabitants in southeast asia?",select min total population from table where region = southeast asia,select count total population from table where region = southeast asia,0.015330897644162178
"translate English to SQL: table ( no._in_series, no._in_season, title, directed_by, written_by, storyboarded_by, original_air_date, production_code ) | on what date did the episode with a series number 31, with a story written by william reiss, air for the first time?",select original air date from table where storyboarded by = william reiss and no. in series = 31,select original air date from table where no. in series = 31 and storyboarded by = william reiss,0.00493600033223629
"translate English to SQL: table ( no._in_series, no._in_season, title, directed_by, written_by, storyboarded_by, original_air_date, production_code ) | how many episodes have been directed and written by darrick bachman and brett varon?",select count directed by from table where written by = darrick bachman and brett varon,select count no. in series from table where directed by = darrick bachman and brett varon,0.00493600033223629
"translate English to SQL: table ( local_government_area, principal_town, land_area_(km2), population_2011_census, density, region ) | what is the population density in the brighton area?",select density from table where principal town = brighton,select density from table where area = brighton,0.013124361634254456
"translate English to SQL: table ( local_government_area, principal_town, land_area_(km2), population_2011_census, density, region ) | how many people live in the area of sorell according to the census of 2011?",select population 2011 census from table where local government area = sorell,select count population 2011 census from table where area = sorell,0.013124361634254456
"translate English to SQL: table ( club, played, won, drawn, lost, points_for, points_against, tries_for, tries_against, try_bonus, losing_bonus, points ) | what's the tries against count of the team with 396 points against?",select count tries against from table where points against = 396,select tries against from table where points against = 396,0.013124361634254456
